review,sentiment
三分鼓励(･ิϖ･ิ)っ作为这两年最火的吃鸡类游戏，同样题材的还是蛮多的，不过这款眼光很独到啊，竟然用了像素风格。游戏里每个人物都有一个技能，这点做得很好，武器装备也很多，各有各的特性，不单单执着于一二三级头。特别是近战武器方面做得很好哦，让近战武器能和远程武器势均力敌的抗衡。说几点需要改进的地方1.那个强化模块需要改进一下啊，没感觉有什么特别加强人物能力的2.希望能改进一下看装备属性的模块，非要一直按住才能看么？很容易被偷袭哦3.希望能添加游泳的功能，要不然做出河来干嘛？至于评论里某位朋友说的载具还是算了吧，这地形和范围要开起车来怕是要去秋名山学院进修啊。4.改改地图啊！那地图真不是一般人看得懂的，好多次乱走结果被毒给毒死，那地图除了提示空投位置，其他的完全是摆设吧。。最后几点很迷的东西1.金币好难弄啊！钻石好贵啊！为什么会有这么多货币啊！抽箱子的概率很蛇皮啊！活动怎么那么多啊！给人感觉就是制作公司和某讯一样掉进钱眼里了。2.优化！优化！优化！刚开始卡顿我以为是我手机的问题，后来发现tm是游戏的问题啊，经常莫名其妙的卡顿，坐在WiFi边上或者用4G有时也会掉线，一个像素游戏不知道为什么会这么卡。3.昨天打了一把，天使头盔+天使之翼，拿AK（人物是巴鲁满血，技能是冷却好的）跟一个闪电小子拿***站撸竟然打不过？我的血掉的蹭蹭蹭的，对方却只蹭了点血皮？希望最好不是bug或者外挂之类的哈玩这个游戏想要吃鸡蛮简单的，注意前期别跟敌人拼的太凶，当然，有人先惹你就干死他，医疗箱和侦测雷达很重要，因为这游戏回血还是挺难的，而且还要注意lyb，兴奋剂适合近战（原来试过闪电小子+兴奋剂+运动鞋，速度真的飞起，可以打游击战那），***和***比较鸡肋，不过会用的大神还是很厉害的，狙击枪和RPG真的是神器，吃鸡必备，不行的话就带***或者AK，再带一把近战，完美，注意武器和装备的搭配哦！最后，祝制作公司把游戏越做越好！（我只是个全国通缉A的菜鸡，诸位大佬轻喷）,0
游戏有趣耐玩是假的，就是玩法有点少，相比同类来说。越玩就越觉得气人，已经卸载了，熬了一夜玩到63关，表示只要不是杀怪的你就等死吧，不氪金道具难过，出访块不是下面4.5点的，已经摸清楚了是固定说明你怎么玩都要只要出错后面等死。一下是bug1游戏在有挂技能时结束会出现无法点击结算可惜没有办法挂图有图。2成就无法点击分享朋友圈。3连太快打不出伤害4我快被把盾冷下去的逼疯了，这个游戏出方块真的很随机，完全就没多少关联，大家玩的时候记得下面是盾或者爱心，基本上宣判你这把一颗星了（有个氪金技除外），玩了一把练了30多次都没有出盾，被坑死了，这个没有出盾也没出道具可以消除。5这个我不吐槽不行啊，任务要的方块老是不出真么玩，连续5把每次都是只有开始的外加后面出几个完全不够用，有两次都连着好几个12以上连了就是不出水，详见27关这类。总的来说，只要不是打怪数目的都是看脸或者看道具的，连预判看盘都没有几会轻松过。目前就这样玩起来真累啊😔。,1
"现在整个游戏都改了是吧？从生存游戏变成射击游戏，但是还是满满的抄袭味道,呵呵，这就是怎么改都一样吗？",0
这个游戏感觉吊锤q飞，但是，你这啥游戏都加小米二字，你有没有qq那么知名，腾讯游戏加个qq就知道腾讯又出新游了，这个小米二字，真的让我不知道有这款游戏的存在,0
"三星够多了（游戏新颖的地方）1.游戏玩法很新颖，我和我的几个朋友玩了这个游戏都说""有毒""，并且越打越有瘾。2.怪物还算比较多，现在新手可以领很多东西，绝版皮肤，蝙蝠，很多石头...对新手来说是很不错的。可是老玩家就比较惨了，这些他们都领不到。（不足）1.单人匹配的时候总有几个人一局下来一个人也没咬死，是不是人机，或者是那个玩家技术实在不行?（应该不可能吧，我玩了好几局，每局都有这种人）如果是人机的话，我希望把这些人机改成真人，这样会有趣一点，不至于这么单调，让自己每局得第一。2.匹配机制不得不说，游戏里的匹配机制真的很差记得有一次我和一个朋友一块打排位，我们都是青铜段位，本以为对手会很菜的，没想到一进去就是段位有黄色，紫色，白色的人（我不知道这些颜色代表什么段位）。更气的是队友们还在基地绕圈，看见人就上去咬，结果都是自己被要死。下一局我仍然和他一起玩没想到匹配到对面3黄2百，而且都是用的大猩猩！这是在TapTap上的第一条评论，说的不好请见谅",0
再不更新删游了 看看人家消消乐 后来居上了都 消消乐改组前我就玩过 但偏爱 天天爱消除 可是这一次你们更新延迟且没有解释 不尊重玩家本人640关1320颗星 等很久了 你们之前不是这样的哎！,0
头一次见到这么烂的游戏，看到视频我就吐血了:居然mc和迷你都抄袭！！！我不想再浪费我宝贵的生命为这个垃圾游戏写评论了,0
毕竟是国际服已经多年的游戏开荒自然要看前辈攻略结果呢国服既没小凤凰 狗粮价格还翻倍了官方是怎么说的来着？国服是初期版本还没实装后续更新？没实装无所谓地图怎么就提前实装未来的数据了？拿着原初版本的东西打一年后数据增长的本？相较之下时不时弹出服务器未开 引导任务不刷新 狗粮价格翻倍真是小毛病了可能国服玩家就是天龙人 腰缠万贯 活该被坑（如果后续有变化我在回来改）=====4.23我又回来咯 这运营真的不是敌公司派来的卧底么？官群管理说话冲的飞起姑且不论发的狼妹暗砍狼毒？怪改强了还要把玩家改弱？没暗改的声明还在NGA加精挂着呢客服怎么说的？你没有截图我没法反馈啊 别被人带了节奏带个腿节奏 官群谈狼妹时站运营那边的玩家是怎么说的？说的狼妹有毒就打的过传奇一样开服初期免费5星角色不用留着喂啊？有没有毒玩家都清楚好吧=====4.24“另外有少数玩家也常拿海外以及国内版本做对比。的确部分国服部分关卡、设定以及角色存在与海外版本有些差异，这是由于海外版本已经运营一年多，许多数据与角色能力都有根据后期去做调整和优化，国内版本我有们参考封测期间玩家体验并且尽量做出合适的调整，我们的目的不是把国服改的跟国际服一模一样，而是结合国际服的经验将国服运营的更好”这是今天NGA的新公告请各位在回头看看我抬头说的原初福利与消耗一年后的关卡数据这就是国服更好的调整国服特供捞金版我这几天游戏都不玩了就靠官方自打脸乐了对了 中午发的公告 晚上改了说狼毒是数据异常数据异常早不发公告拖到24号自打脸 这运营真牛逼=====,0
我是种田党 喜欢答题 喜欢挖宝 很有趣。。。主线任务难了点 对于上班族来说时间有限 刚玩一会 就要征兵 征兵时间过长 跑城时间过长 总感觉每日的任务有点乱 刚玩的时候有点摸不清头绪 如果不参加国战 每天的任务做不到100 如果扫荡囤田可以自动就好了 。。。我以前都是玩任务扮演游戏的 这种游戏第一次玩 觉得还蛮具有挑战性的 学习了很多东西 慢慢捉摸觉得还蛮有趣的,1
作为一个零充的平民玩家，里面有许多的大佬会教你怎么玩，如果你足够的努力唉，还是可以跟上大部队的节奏，但是刚开始进盟的时候，盟主乃至整个州都立下豪言要进攻资源州，结果因为合盟的时候高层对盟主职位产生争夺，然后内乱，导致整个州只能等着别的州来收编。这个时候，这个游戏对平民玩家就很不友好了，收编别人只要高战，平民就会被边缘化，所以就不是很想玩了。肺腑之言，轻喷，谢谢,0
呜呜呜我爱开罗但是感觉拉面店好容易玩腻啊，之前的开罗游戏没有这种感觉呜呜呜反而会想一玩再玩x）,1
这样玩法的游戏，出现好几年了，就是换了皮。不是刷刷刷的就能成为暗黑系。氪金无所谓。已删。,0
游戏总体来说还是不错的 但是也有一些缺陷。游戏模式过于单一，玩得时间长了容易感到枯燥。游戏没有活动，而且进入游戏不能打字交流 只能语音。还有一些bug没有处理。但作为一个小容量轻moba类的游戏，算是标新立异了。希望游戏能多改进改进，特别是模式方面的 就一个模式哪够玩。（我可是排位前五十名的老玩家哦）,1
玩了半个小时左右（人物第一次转职后不久），就这半个小时的体验来说，游戏内容本身是能给五星的，扣分主要是鄙人的主观偏好。希望新入坑的玩家参考后能有所收获。个人偏好！个人偏好！！个人偏好！！！先谈一下最大优点。作为一款ARPG类游戏，我以为最重要的就是操作感，主要体现在动作和技能的连贯性上，可以一顿行云流水技能衔接打得boss哇哇叫。很多游戏连平A的僵直时间都给人一种掉帧的憋屈，体验很差。因此，给玩家较大的操作空间，给技术活路是很重要的一点。至少理论上，零冲能打得过红教头（操作烂的氪金大佬），不至于把游戏做成全靠装备的“回合制游戏”。就前期体验来看，龙之谷可以做到。另外，人物建模，游戏画质和BGM也算是相当精良的（毕竟说是原班人马，作为业余玩家就不评论太多了）我不能迷恋上该游戏的原因（黏度低）：一是没有大地图，都是副本型的地图。（不过龙之谷端游也本来就是这样，没什么好说的...）可能我理想的ARPG地图是冒险岛，火炬之光，托洛姆物语这类。龙之谷的这类地图会增加自然社交的难度。二是我个人不太合群，喜欢做独行侠。新手教程强制加公会（虽然马上就能退）。然后几乎所有公会里又要强制加QQ群，有种强制社交的感觉。因为个人QQ比较私密，所以不太喜欢加不认识的网友。（倾向于一起玩过以后，比较熟了再加好友之类）可能有些人喜欢，但是对我来说是毒点。三是进去就很多UI，而且它们还经常亮着小红点，逼死强迫症。相对大部分手游（譬如同是盛大的光明勇士），UI已经算整洁，但是和端游比起来还是有些差距。总结二三两点来看，就是游戏本身不够纯粹，玩家很难获得沉浸式的体验。基本是手游通病。另外一个失分是剧情老套，虽然中文CV还算不错，但是文案缺乏一些创意。我觉得85%以上的玩家从一开始就不会认真看文案。总体来看（满分5分）操作体验：4.5人物代入：3.0（综合BGM地图画 4，剧情内容2）活动社交&官方运营：3（因为体验时间不足，所以参考其他评论，保守3分）总综合：3.5分如果你肯适度氪金，并且喜欢ARPG游戏和团队合作的乐趣，那么在这款游戏中的操作能给你相当流畅舒适的体验。低氪和零氪玩家，前期体验也应该不错。,1
关注了很长时间了，终于公测了。这这这 传奇装备成大白菜  绿装蓝装比橙装属性还高，区别就是橙装有技能，蓝装也有技能比橙的技能差点。 又想要有技能的装备，又想要绿装的属性，好纠结啊٩(๑`н´๑)۶看别人评论说是又肝又氪的，现在20级，充了个首冲，最基本的，让我康康打到后面是个什么样子，要是不氪玩不下去，那只好卸载了。游戏本身是不错的，反正我是挺舒服的，也玩过不少暗黑类游戏， 暗黑破坏神系列  ， 也有玩流放之路，看到这个天赋加点，就熟悉，哈哈哈(ಡωಡ)hiahiahia,1
其实一直有些想法:1、能不能在这种街机ip的游戏中出个摇杆加六键的街机那种搓招模式，再加个这种一键技能模式，别总是让玩家说骗情怀。怕不平衡的话我觉得在PVP模式中可以分两种房间，一种操作模式的只能匹配到同种操作模式的玩家。当然，搓招的玩法模拟器上试过了，虽然没真实按键那么舒服，但也没差到玩不成的程度，搓招只能算是一个愿望了，实现可能性确实不太高。2、还有就是格斗游戏嘛，角色，装备和技能升星升级的只能体现在剧情模式中，当然有可能的话也出个主要靠战力的PVP模式，需要更高的战力才更容易获胜。而在普通PVP模式中的氪金点就放在类似其他游戏那样的皮肤和技能特效上。当然关键是这要是以普通PVP格斗为卖点的游戏的话，那就一定要控制好角色平衡。3、就是所谓的剧情模式，要搞成1v1对打的这种，毕竟是街机来的嘛，别用那种横屏打小兵打boss的闯关游戏模式，很容易让人感到反感的当然这一切的建议都是在游戏公司很良心的基础上，要是真的只是为了让那些人傻钱多的大叔们充钱虐人找快感的话，那就算了。那我这些建议也确实显得不合时宜了。但是要这样的话我想拳皇命运应该早就把市场抢完了吧，你这各方面不怎么站优的条件也干不过人家腾讯是吧。而要真的这样的话劝你别在TapTap上宣传了，多找些应用商店，网页什么的宣传。在这里只会让玩家给一个低的不行的分，然后让游民对你的公司失望，这里不欢迎像拳皇xx这样的骗情怀游戏。最后解释一下，其实我的童年是拳皇，没玩过侍魂（改一下本来给四星的，但看到其他评论说是拳皇命运的老路，但没下载也不想评太低分，降一星吧），只是想找一款搓招的，像街机的手游罢了，模拟器的觉得画质又太差了，至少也要有格斗操作难度和快感的，谁有这样的手游推荐一款，找了好久没找到。,0
希望不要让我失望，希望越大失望越大，一星扣跳票。。。。(〜￣▽￣)〜，用流量更新的支持一下，划船不靠浆啊，全靠浪啊。分割线。。。。玩了一天说说吧，充了30，这游戏不错，真心不错，但是这游戏不太适合我，因为每天上班没什么时间玩，这游戏有点小肝，但是也不会肝到一，两天不上被吊打。这游戏入门容易精通还是有一点的难度，还有就是这游戏不充钱和充钱差距不大，主要看操作，原谅我特级手残。最后就是游戏优化，或者服务器不怎么还行，有点点不流畅，小bag也多希望改进一下，但是我谅解必竟才开始的小团队，希望游戏越做越好。这游戏我没什么时间玩，***，。。。。。。什么这是《萌鸡敢死队》我玩，不滚了，虽然没什么时间玩但还是支持一下。,1
SEGA游戏通病――代理选择失误，与当下潮流口味不同，最终变成时代的眼泪！看了一眼成就栏，已建号超过500天……然而自从最后一次版本更新至今，咸鱼期怕是已超过200天，不是SEGA不作为（日服与7个游戏联动如火如荼），奈何小奥不给力。SEGA游戏总会成为业界一股清流，宏大的世界观，有趣的人物形象，精彩的冒险故事……具备一款精品单机游戏应该拥有的所有元素，可惜，这是一款网络手游。没有副本扫荡功能劝退一批老板，每月得抽限定卡吓走一批萌新，超稀有强力卡掉率感人气走一批dalao，最后剩下的，养老院……如果看做海贼团休闲养成类，现在入坑还是不错的，气氛和谐，宛如桃花源记。――只是没了新希望。,1
为啥我玩这感觉卡的要死疯狂掉帧，要真是我手机的问题那我也认了，但是这七日礼包我为什么只能领一天，后面的是摆那里给我看的吗？,0
手感不如狂飙，尤其腾空落地时镜头抖动，但狂飙要***和谷歌商店，哎好游戏都被屏蔽了。小米啊你用点心做游戏啊，不说手感和画面光这体力值就是彩笔，满满的氪金套路,0
我求求你们别在骂腾讯了行吗？我他们家其他游戏，几百块钱的一礼包，我玩了几年后。房子充没了，家人被我充垮了，现在好不容易有了新游戏。你们非说它是垃圾。那游戏垃不拉圾我们能不知道吗？那礼包才几百块钱充，腾讯根本不挣钱。谁家能不遇上个首充呢，你就能保证你这一辈子不充钱吗？你把他骂跑了走了，我们都得等死。我不想死，我想充钱。行吗？,1
小时候经常和我爸一起去钓鱼慢慢年纪大了学业紧了，也没啥时间了但是一直都很怀念那时候，暮春三月，草长莺飞，在颐和园附近的一个钓场，靠在绿油油的草坡上，鱼竿一架，鲫鱼疯了似的吃食，鱼漂一直往上蹿。春风拂面，杨柳依依，即使已经十几年过去了，每到春天我还是会回忆起那段美好的时光。扯远了，后来也玩过不少钓鱼的游戏。说实话，我就是想要那个看漂，起竿的感觉，但是绝大部分好像都是玩海竿的拉力，内陆贫农表示没劲啊……这个游戏能让我看漂真是太好了。而且那个视角，下面又说不真实的，我觉得还挺好的，水面、水光还有四目的浮漂，略微的模糊感。电影级肯定说不上，但是身临其境的还原感还是有的。玩这个游戏也没指望玩什么竞技，毕竟钓鱼我就是一个娱乐玩家，聊作消遣。不过可能会象征性的冲冲钱，至少玩个手游比开车去颐和园，还得把鱼论斤带回来方便多了是吧。,1
首先，这可能就是期待越大，失望也就越大吧。暗黑三手游没出的时候，它出现了。我本来以为我可以提前体验到这类游戏在手游端的体验。结果给我弄出来了这么个畸形么？？我也在看tap上的评价，从今天凌晨的4.5到现在3.7。我也只能说情理之中。换句话说，如果是暴躁老哥的心情的话，或许就是一句活该了。于是我抱着好奇心下载了一下，2.06G下载完了，是下载完了，给我一句安装失败？？？？删除安装包，写完这个评价这个游戏，对不起，我失望了，再见。,0
我先止住笑先。作为你个试玩的游戏，我认为它还是很好的。怎么说呢先说魔性是真的魔性，没有辜负它这个名字。但是但是这也太难玩了吧!对于我这种手残简直分分钟命损啊（绝望摊）至今只有第一关拿到全部的小星星，其他的。。我还是不说了，太丢脸了。(ー`´ー)玩的时候呢，如果你要培养的是反应能力，还是先玩第一关吧，循序渐进是吧，慢慢的玩。培养耐心的话可以玩那个类似见缝插针的那关，对，在我眼里，这就是培养耐心的一关。为什么扣着一星，一个是对于我这只咸鱼太不友好了，玩久了大概我觉着耐玩性没有那么高（？）偶尔玩玩还是可以和朋友一起笑一笑的。（也许）这个游戏目前属于试玩的阶段，大概之后会更进一步吧。我期待着它的成长!,1
都是反馈意见，请相信一个永久卡+季卡玩家的反馈，时长记录没开，最近版本更新后回归，人物昵称：狂三。1·请在人物界面增加 移动速度，各种异常状态几率以及异常状态效果提示 的显示，因为装备都有相关描述，而游戏中却获得不到相关数据。  最重要的一点，无论我怎么更换饰品，暴击率从来没有变过。2·融合相关：1.有许多装备的某些效果在融合后并没有变化，例如，某件饰品的连击数不会中断效果，能否移除此类效果的融合项。2.融合费用全是元宝，希望最起码前三次改为金币，这样压力也小一点，这样玩家因为装备改动而造成的战斗力（不是战力）损失和体验多少回少一点，毕竟融合直接把玩家辛辛苦苦打材料升级装备的努力，尤其是饰品，全都喂了策划。3·属性相关问题希望有所公布，毕竟器魂一直顶着属性的帽子游戏里却没有相关数据，但如果只有器魂有属性，那属性问题太单薄，鸡肋一样。4·悬赏任务希望出现等级制度，出现等级可以十分高的任务，毕竟任务难度与所得完全不成正比而且反应在对应商店的回报比过于低了。想打的打不过，打得过的没必要打。 建议是建立对应难度体制，与人物等级挂钩或许也可以。 这点早就反应过。5饰品建议：融合把饰品等级一棍子打死，而现在饰品阶级只能带来十分少的内力提升，而对应的战力提升却相当大，虽然内力只是蓝条，希望饰品基础属性增加攻击，攻击加成，防御，防御加成等等。6·战力评价过于睿智过于单一。整体问题反应：策划和游戏设计人员仿佛不知道要做什么，也不知道寒刃2这样一个游戏一直以来欠缺的方向在哪里，只是爆率的改动会让寒刃2多走几天？最近的改动感觉只是拍脑门工程，令游戏内部的平衡与物品价值瞬间失衡。当然希望寒刃2可以走的更远，希望寒刃3可以出的晚一点。,1
姆…从开服玩到现在，心情复杂，因为我还是在三级…卡在老鼠那里，一直等啊等啊，就是刷不出来，同频的玩家太多了，基本看不到怪，限制同频的功能似乎也只是看不到其他玩家的模型，没什么实际的作用，本想在世界聊聊天吧，还要20级才行……玩起来挺卡的提交任务点了要等个四秒左右才有反应还有点值得吐槽的地方，就是模型，一开始卡车的那段CG……那个龙套小哥的手一伸出来我差点笑出声，莫名的喜感暂时也就这些吧，毕竟才三级还有很多东西没体验到…姆…没了,1
游戏的玩法有点像推箱子，通过控制角色推动箱子，向怪兽发动攻击，从而消灭怪兽。游戏中拥有魔法等特殊属性效果，趣味性还是不错的，很适合休闲体验。但就目前的游戏版本而言，硬伤仍在，且非常严重：1、游戏的操作手感简直不能太差了——一点都不夸张。手感差主要表现在两点：--虚拟***太小，ipX上简直时不成比例，几乎时一个拇指就要占满所有方向键了；--灵敏度很差，总是按键后明显已收到反馈，但角色无任何反应；2、游戏会强制弹出广告，而且是在教学引导时就强制我点击广告，不然无法完成教学模式，这种行为真的太伤玩家了。我可以接受每局游戏完后，选择是否观看广告，但这种强制的点击，体验真的很差。3、游戏的怪兽逻辑是否合理？这一点需要探讨：经常可以遇到被怪兽盯上就会被死追到底的情况，速度没有怪兽快，几乎没有翻身的可能；如果这是一个需要反应速度的游戏，那游戏一开始的策略性定位是否又冲突了呢？之前的苏打世界，月圆之夜都是非常优秀的游戏，每一款我都有详细评测，但目前来看，《推推小怪兽》与之前的作品仍差距较大。期待《推推小怪兽》也可以持续优化更新，如有优化，我会来刷新我的评价的！,0
***，进去就把我劝退了，随机匹配还可以暂停停，你给我匹配的全是人机啊！画质烂的要死，而且一直给你查广告，千万别看，忠告啊，你要是看了，你就回来给我评论一下，让我知道有多少人不信这个邪魔,0
用心做CG，用脚做游戏。现在的手游大多吃相都很难看，抄袭神马的都是老话题了，不多说了。好多人都是腾讯推送了才玩的，我也是其中一个，最过分的是跟我说下载了有QB，等我注册好了，又说QB没有了，这就跟卖房的人说去看房会送你一袋米，结果你兴冲冲的去看房，跟你说米送完了一样，他喵的，你以为我是来买房的吗？？？,0
夭寿啊！开罗君量产成开罗军啦！残害了别人的身心健康后连自己都不放过啊（滑稽）！这个游戏跟开罗同系列游戏的不同之处在于——有游戏开发者开罗君出厂（没打错）！开罗君果然按捺不住蠢蠢欲动的心把自己加进游戏里了啊，还是以流水线量产的形式。不过，开罗君和他的小开罗们（？）真的好可爱啊（痴汉状）。开罗君是宇宙正义的使者！如果你遇到了什么麻烦，请拨打电话2332333或者把邮件发给宇宙开罗，宇宙开罗会为您解除一切疑难杂症（？）！开罗们可当玩具，可当男（秀吉）友，还可当FFF团成员！当然，前提是你交了足够的费用。您还可以来宇宙开罗的基地参观，开罗小屋随便看！说不定就拐走其中一只开罗回家了呢？表白开罗君！来成为我的抱枕吧（？）！＊开罗军日常损坏＊开罗君日常痴迷,1
益智游戏四星鼓励摸索出规律后缩短拼图时间就考验眼力了缺点是玩法单一,1
稍微玩了会一开始觉得很简单但是随着关卡不断递增游戏难度也随之提升，然后会发现还是需要动脑子好好想一想才能过关的。纸莲的画风更偏向于独立游戏的唯美平和风格，所以在玩的时候也要像欣赏独立游戏一样慢下来细细体会。固然，跟更能为大众所接受的游戏相比纸莲从一开始就被打上了小众的标签，但这也并不影响它是一款好游戏。（煽情完毕，进入正题）1.画面。很诗意清新的画风，开场画面的两只小鲤鱼就给人很活泼的感觉。写有诗句的小纸条、偶尔出现在屏幕上的小纸条、甚至是精致的小纸莲体现出淡淡的中国古风，给人很干净的感觉。2.玩法。简单易控的玩法又蕴含着无限的思考。纸莲没有所谓的秀操作体会不到像刷手速一样的快感，纸莲所拥有的仅仅只是一步步地思考，那些经过精心设计的纸莲的摆放，简单而复杂。3.剧情。就开场的几个画面还有游戏中的小纸条也能称之为剧情吗喂？？？真不知道前面那些人怎么强行吹出这么多的！不过这一点点聊胜于无的背景设定更多的是提升了游戏的境界，更诗意一些。4.音乐。因为玩这游戏的时候在上课就没打开音量听（此处省略一千字）……总之啊，一款静下来的游戏，值得一玩，但是也可能没有想象中的那么好，不过并不影响喜欢的人一直喜欢。,1
这不是一个游戏，而是一本凝练文化匠心的设定集。☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆✔精致的3D建模，纹理清晰，抛光洁净，还原到位，动画帧过渡流畅。辅以实物照片和古香古色文字说明，直观全面，绘声绘色；✔敢行行业不敢为之事，触碰寓教于乐的边境，辅以新的商业模式和传统文化传承如何榫卯的思考，让人眼前一亮；✘BGM单调重复，由于游戏体验极其考验理解和联想，干扰较大，建议菜单栏关闭体验；✘商业模式的探索浅尝辄止，结构介绍没有剖面结构注解，也有打通上下循环的切换导致联想断片，增加学习成本。☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆最近游戏圈最大的盛事莫过于2018年的China joy，可以说是中国特色版的E3展会，虽然研发实力和作品品质尚难望其项背，但对中国各家娱乐行业的厂家无疑是一次绝佳的自我显示机会。腾讯作为国内游戏的两大巨头之一自然也“霸占”不小面积(́ಢ.౪ಢ‵)与以往不同，这次腾讯打出来让人眼前一亮的“功能游戏”牌，寓教于乐是多少玩家梦寐以求能够理直气壮玩游戏的梦想啊（划掉）既然布局已经展开，那我们不妨在这个空挡品鉴一下腾讯目前上线的功能游戏口感如何。初步规划做《榫接卯合》《折扇》和《肿瘤医生》评测，有补充的小伙伴欢迎提出（果子哥姐请奏凯，安卓穷仔哭兮兮(っ╥╯﹏╰╥c)）☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆本作品不属于目前常规分类的任何一种游戏类型，甚至是否可以归为游戏尚代商榷，但因此而轻视其价值就犯了“右倾教条主义“错误(́ಢ.౪ಢ‵)作品由结构，知识和工坊三个部分构成。玩法呢，《复仇者联盟》《神盾局特工》《钢铁侠》《头号玩家》什么的看过吧？有木有觉得里面东东手指头的旋转，拆解，拼接三维模型很酷炫？这玩意就是那个东西的平板版，只不过想DIY你的自个跑跑腿(́ಢ.౪ಢ‵)🎍结构就是你可以玩耍的部分，各种奇思妙想的结构360°随意旋转，伸缩镜头，拆解拼接，当然为了防止小白把模型玩坏了，这个拆解拼接是顺序执行完成。你能做的就是思考理解其无钉无铆却能巧妙固定承重的结构。下滑有实物图片和文字说明，可以建立现实思考基础，不过缺少标注，对于复杂点的结构理解还是比较费劲；🎓知识这部分就是纯粹的图文说明PPT了，分为木、器、漆、史四个分章。主要内容是各种木材的特征，手工工具介绍，用漆种类和发展历史，个人最喜历史的部分。起源于河姆渡文化的干阑式木构建筑，春秋时在墨子，鲁班等名家大作的推动下从建筑转向家具，宋代成理论体系大发展，明清成熟极致建成紫禁城，Emmm想想都兴奋不已o(*////▽////*)q🚪工坊这个部分就是作品对商业模式的探索了。内容是介绍目前各地为木工爱好者提供DIY场所的工坊，地点遍及北京，上海，广州，深圳，青岛和杭州，“玩木丧志“了解一下(́ಢ.౪ಢ‵)那么如何在商业化上做文章呢？划到每件工坊最下方，有子菜单分别地点，预约电话，邮箱和分享。这里是不是想到什么了？对！就是O2O！只要是能静下心来玩这个游戏的大抵对建筑和木工多多少少有点兴趣，那么学以致用的DIY需求市场需求就打开了，对接商家精准供给，游戏商按流量分成……Emmm，供给侧改革的理想状态啊有木有(๑＞︶＜)و不过做得完善打通经济环节的是没有付费预约入口，这样既无法统计流量数据，也不容易趁热打铁带动消费，也只能沦为传承文化的一个宣传窗口。☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆总：这个作品好玩吗？只是在手机上玩并不，真正的打开方式是线上学习，线下DIY。那么这个作品给我们带来了除理论知识以外其他什么东西呢？物质和精神双层。F2P给我们玩家和开发商都带来了不良的体验而被大家口诛笔伐，商业变现是全职游戏开发的避不开的核心目的，而目前的商业模式是利用人性弱点来变现的。虚荣，贪婪，戾气，色情……这些负面的东西唆使大多数玩家非理性消费，终究难让第九艺术登上大雅之堂，沦为思想上的“贫民窟”。物质上，O2O的商业模式可以充分利用互联网快速传播，信息低延迟响应的特点给线下服务定制精确的用户画像，供求精准对接，注入活力。精神上，让人们在闲暇能够感受这份匠心和执着，锤炼灵魂，更清醒激情地投入自己的工作中，获得幸福感。这股改变行业乃至社会的力量正在酝酿，希望不久之后我们就能举杯把盏，共饮这方甜酿[]~(￣▽￣)~* 干杯,1
本来想说给四星的但是想了想还是三星吧，毕竟三星炸了游戏本身来说像素风格还是挺符合一部分人的口味的，但是站桩FPS却是让人觉得无力了。而且人物还就站在几个路障后面，这尼玛路障不能挡丧尸也就算了，有时候小狗还会把头卡进去你点又不好点，只能眼睁睁的看着他咬死你_(:з」∠)_,0
你们都没有玩就给差评，也真是服气了，就因为游戏名字？游戏名字能说明问题吗？等你下载下来玩上一会，你就会发现，这特么什么几把玩意？战役每一关起的名字都挺洋气，有一关我以为要去拆炸弹，可进去之后打死一个敌人，任务完成了，对，完成了。没有走位，没有随机拾取物品，随处可见的空气墙，没有跳伞，没有毒圈，全是电脑跟你玩。就这个游戏，你让我用修改器我都懒得用，充钱？会有人充的，而且很容易这个游戏就可以赚回成本，因为实在没什么成本。,0
玩法挺简单的，新颖，保卫萝卜公司的美术没的说！！给创意，UI点个赞！大家好像都在调侃“飞鱼科技是一个被游戏耽误的动漫公司”，哈哈哈！所有动作完全匹配的玩法难度偏高了？分值一旦拉开，感觉就没有玩下去的必要了。PVP实时对战时 “ShowTime” 对手分值是不是太高了，我一路压制他， 结果 ShowTime 我只拿了2300，对手拿了2800 ，变态吗 ？,1
哇，这个游戏太好玩了。比得上电脑上的3A大作，我就不懂了。你们说他抄袭。抄袭在哪了？这叫照搬懂吗？别人努力做这个这么好玩的游戏，连句谢谢都不说，还在那无脑喷，简单说一下这个游戏，哇，这个画质，你觉得有哪个游戏可以比得上他。作者我爱死你了？？真***好玩？（作者你***放屁）,1
今天回来看了一眼历史版本可以随时随地召唤坐骑？？？这游戏原来还有坐骑这东西？？？,0
